,Date,SVXY,TVIX,UVXY,VIIX,VIXM,VIXY,XVZ,ZIV
84,2017-11-01,451.32000700000003,73.400002,67.25,13.48,23.41,26.530001000000002,23.549999,80.379997
85,2017-12-01,512.840027,55.400002,51.049999,11.78,21.15,23.15,22.940001000000002,88.650002
86,2018-01-01,472.44000199999994,63.0,57.75,12.64,21.41,24.799999,22.32,87.470001
87,2018-02-01,48.919998,86.599998,85.599998,18.74,24.799999,36.689999,19.610001,68.5
88,2018-03-01,46.959998999999996,94.199997,92.650002,20.0,26.450001,39.150002,20.280001000000002,63.91
89,2018-04-01,49.32,71.800003,75.400002,17.540001,24.709999,34.330002,19.15,68.230003
90,2018-05-01,51.720001,54.900002,62.549999,15.6,23.049999,30.559998999999998,18.809998999999998,72.83000200000001
91,2018-06-01,50.880001,52.77,61.700001,15.62,23.02,30.52,18.950001,72.41999799999999
92,2018-07-01,54.959998999999996,37.57,47.849998,13.26,21.700001,25.879998999999998,18.52,76.66999799999999
93,2018-08-01,56.68,31.459999,42.049999,12.27,21.299999,23.940001000000002,19.1,77.720001
94,2018-09-01,59.09,26.32,36.799999,11.31,20.68,21.940001000000002,19.07,80.230003
95,2018-10-01,48.59,48.959998999999996,60.23,15.88,24.9,30.950001,20.030001000000002,66.010002
96,2018-11-01,50.110001000000004,39.889998999999996,52.23,14.6,23.799999,28.370001000000002,19.92,67.989998
97,2018-12-01,42.299999,70.910004,81.730003,19.860001,26.74,38.610001000000004,21.27,60.41
98,2019-01-01,48.189999,39.860001000000004,52.889998999999996,14.98,23.469998999999998,29.15,18.799999,68.489998
99,2019-02-01,51.040001000000004,30.629998999999998,43.740002000000004,13.28,21.5,25.82,17.959999,74.870003
100,2019-03-01,52.360001000000004,26.15,38.900002,12.36,21.59,24.02,18.059998999999998,74.239998
