,Date,DGL,DGLD,DGP,DGZ,DZZ,GLD,GLL,IAU,OUNZ,SGOL,UBG,UGL,UGLD
121,2007-07-02,24.609503,,,,,64.959999,,6.508,,,,,
122,2007-07-09,25.075087,,,,,66.029999,,6.601,,,,,
123,2007-07-16,25.664194000000002,,,,,67.58000200000001,,6.765,,,,,
124,2007-07-23,24.828039,,,,,65.410004,,6.55,,,,,
125,2007-07-30,25.303127,,,,,66.690002,,6.683,,,,,
126,2007-08-06,25.160601,,,,,66.57,,6.667,,,,,
127,2007-08-13,24.580997,,,,,65.010002,,6.514,,,,,
128,2007-08-20,25.065582,,,,,66.110001,,6.619,,,,,
129,2007-08-27,25.198610000000002,,,,,66.519997,,6.664,,,,,
130,2007-09-03,26.18679,,,,,69.389999,,6.943,,,,,
131,2007-09-10,26.395828,,,,,69.989998,,7.018,,,,,
132,2007-09-17,27.279488,,,,,72.339996,,7.246,,,,,
133,2007-09-24,27.650057,,,,,73.510002,,7.363,,,,,
134,2007-10-01,27.640553999999998,,,,,73.400002,,7.354,,,,,
135,2007-10-08,27.868596999999998,,,,,74.589996,,7.429,,,,,
136,2007-10-15,28.476706,,,,,75.699997,,7.583,,,,,
137,2007-10-22,29.09432,,,,,77.690002,,7.779,,,,,
138,2007-10-29,29.920971,,,,,79.83000200000001,,7.994,,,,,
139,2007-11-05,30.738119,,,,,82.18,,8.243,,,,,
140,2007-11-12,29.08482,,,,,77.75,,7.773,,,,,
141,2007-11-19,30.510082,,,,,81.25,,8.149,,,,,
142,2007-11-26,29.008808000000002,,,,,77.32,,7.749,,,,,
143,2007-12-03,29.426882,,,,,78.599998,,7.879,,,,,
144,2007-12-10,29.369871000000003,,,,,78.519997,,7.866,,,,,
145,2007-12-17,29.09432,,,,,80.099998,,8.017,,,,,
146,2007-12-24,30.960333000000002,,,,,83.0,,8.303,,,,,
147,2007-12-31,31.770201,,,,,85.129997,,8.526,,,,,
148,2008-01-07,33.058182,,,,,88.58000200000001,,8.868,,,,,
149,2008-01-14,32.443462,,,,,87.41999799999999,,8.762,,,,,
150,2008-01-21,33.448475,,,,,90.300003,,9.036,,,,,
151,2008-01-28,33.126484000000005,,,,,89.349998,,8.93,,,,,
152,2008-02-04,33.682655,,,,,91.0,,9.1,,,,,
153,2008-02-11,33.009396,,,,,89.150002,,8.925,,,,,
154,2008-02-18,34.560825,,,,,93.389999,,9.354,,,,,
155,2008-02-25,35.575596000000004,,25.83,24.799999,24.26,96.18,,9.636,,,,,
156,2008-03-03,35.575596000000004,,25.76,24.610001,24.35,96.089996,,9.629,,,,,
157,2008-03-10,36.336678000000006,,27.129998999999998,24.059998999999998,23.059998999999998,98.709999,,9.915,,,,,
158,2008-03-17,33.09721,,22.440001000000002,26.33,27.66,89.910004,,9.017,,,,,
159,2008-03-24,33.955864,,23.5,25.790001,26.549999,91.879997,,9.2,,,,,
160,2008-03-31,33.263088,,22.51,26.219998999999998,27.530001000000002,90.25,,9.033,,,25.6,,
161,2008-04-07,33.780231,,23.059998999999998,25.950001,26.85,91.300003,,9.143,,,26.200001,,
162,2008-04-14,33.419205,,22.74,26.15,27.24,90.620003,,9.078,,,26.200001,,
163,2008-04-21,32.209282,,21.030001000000002,27.07,29.309998999999998,87.269997,,8.719,,,25.25,,
164,2008-04-28,31.155483,,19.66,27.91,31.07,84.58000200000001,,8.452,,,24.129998999999998,,
165,2008-05-05,32.26783,,20.99,27.030001000000002,29.120001000000002,87.41999799999999,,8.733,,,24.129998999999998,,
166,2008-05-12,32.755699,,21.780001000000002,26.49,27.92,89.099998,,8.914,,,25.59,,
167,2008-05-19,33.702171,,22.76,25.91,26.440001000000002,91.230003,,9.128,,,25.59,,
168,2008-05-26,32.18977,,20.969998999999998,27.07,29.15,87.449997,,8.747,,,25.59,,
169,2008-06-02,32.775215,,21.65,26.700001,28.26,89.059998,,8.897,,,24.91,,
170,2008-06-09,31.575052000000003,,20.120001000000002,27.639999,30.370001000000002,85.83000200000001,,8.586,,,24.370001000000002,,
171,2008-06-16,32.775215,,21.629998999999998,26.68,28.33,88.949997,,8.902,,,25.09,,
172,2008-06-23,33.663143,,22.969998999999998,25.9,26.690001000000002,91.470001,,9.157,,,26.32,,
173,2008-06-30,33.907078000000006,,23.1,25.870001000000002,26.34,92.059998,,9.218,,,26.809998999999998,,
174,2008-07-07,34.960884,,24.57,24.91,24.549999,95.160004,,9.5,,,27.17,,
175,2008-07-14,34.677917,,24.049999,25.27,25.190001000000002,94.16999799999999,,9.428,,,27.24,,
176,2008-07-21,33.760712,,22.889999,25.889999,26.66,91.690002,,9.165,,,26.190001000000002,,
177,2008-07-28,33.019154,,21.83,26.5,27.889999,89.57,,8.975,,,26.440001000000002,,
178,2008-08-04,31.028634999999998,,19.32,28.08,31.09,84.43,,8.434,,,24.799999,,
179,2008-08-11,28.501461,,15.86,30.09,35.310001,77.629997,,7.751,,,22.190001000000002,,
180,2008-08-18,29.857744,,17.51,28.93,33.299999,81.08000200000001,,8.125,,,22.879998999999998,,
181,2008-08-25,30.111439,,17.9,28.879998999999998,32.91,81.709999,,8.197,,,22.879998999999998,,
182,2008-09-01,28.989332,,16.65,29.98,35.220001,78.980003,,7.889,,,22.879998999999998,,
183,2008-09-08,27.808683000000002,,15.08,31.219998999999998,37.990002000000004,75.550003,,7.558,,,20.959999,,
184,2008-09-15,31.643354,,19.690001000000002,27.799999,29.389999,85.980003,,8.626,,,24.18,,
185,2008-09-22,31.965349,,19.92,27.030001000000002,28.99,86.639999,,8.693,,,24.959999,,
186,2008-09-29,30.365130999999998,,18.07,28.530001000000002,31.98,82.589996,,8.275,,,22.9,,
187,2008-10-06,30.052891,,18.389999,28.389999,31.16,83.220001,,8.327,,,23.57,,
188,2008-10-13,28.345343,,15.6,30.360001,35.48,77.209999,,7.702,,,20.389999,,
189,2008-10-20,26.491428000000003,,13.22,31.809998999999998,39.0,72.209999,,7.212,,,19.0,,
190,2008-10-27,26.208466,,12.78,32.25,39.52,71.339996,,7.158,,,20.49,,
191,2008-11-03,26.579245,,13.2,31.700001,38.080002,72.5,,7.259,,,21.17,,
192,2008-11-10,26.959784999999997,,13.45,31.27,37.209998999999996,73.300003,,7.337,,,19.24,,
193,2008-11-17,28.813698,,15.4,28.73,31.41,78.849998,,7.915,,,21.700001,,
194,2008-11-24,29.408901,,16.0,28.030001000000002,29.209999,80.309998,,8.034,,,22.469998999999998,,
195,2008-12-01,27.320812,,13.55,29.969998999999998,33.650002,74.519997,526.599976,7.467,,,20.42,23.780001000000002,
196,2008-12-08,29.418659,,15.98,27.780001000000002,29.0,80.809998,443.39999400000005,8.088,,,23.200001,27.610001,
197,2008-12-15,29.789444,,16.620001000000002,27.41,27.889999,82.629997,424.200012,8.256,,,23.48,28.85,
198,2008-12-22,31.387121,,17.9,26.129998999999998,25.51,85.599998,390.600006,8.57,,,23.49,30.99,
199,2008-12-29,31.387121,,18.049999,26.1,25.07,86.230003,385.399994,8.635,,,23.42,31.4,
200,2009-01-05,30.668631,,17.129998999999998,26.42,26.26,83.91999799999999,400.399994,8.402,,,23.469998999999998,29.629998999999998,
201,2009-01-12,30.215887,,16.530001000000002,26.959999,26.889999,82.709999,409.600006,8.278,,,22.33,28.83,
202,2009-01-19,32.361507,,19.1,25.27,23.66,88.529999,358.799988,8.849,,,24.940001000000002,32.709998999999996,
203,2009-01-26,33.296528,,20.27,24.459999,22.15,91.309998,334.799988,9.136,,,25.6,34.799999,
204,2009-02-02,32.67646,,19.48,24.950001,22.91,89.589996,344.200012,8.963,,,25.309998999999998,33.52,
205,2009-02-09,33.808327,,20.84,24.18,21.450001,92.550003,321.0,9.261,,,26.08,35.630001,
206,2009-02-16,35.560257,,23.08,22.75,18.99,97.800003,287.600006,9.785,,,27.51,39.630001,
207,2009-02-23,33.700066,,20.790001,24.17,21.450001,92.629997,318.0,9.266,,,26.48,35.349998,
208,2009-03-02,33.650852,,20.73,24.17,21.530001000000002,92.290001,317.200012,9.246,,,25.68,35.130001,
209,2009-03-09,33.25716,,20.24,24.450001,22.059998999999998,91.300003,322.200012,9.13,,,24.84,34.27,
210,2009-03-16,34.1036,,21.290001,23.870001000000002,20.99,93.589996,301.200012,9.364,,,26.42,35.799999,
211,2009-03-23,32.991421,,20.02,24.610001,22.299999,90.690002,320.0,9.087,,,26.040001,33.66,
212,2009-03-30,31.908762,,18.629998999999998,25.43,23.879998999999998,87.589996,341.399994,8.774,,,24.76,31.27,
213,2009-04-06,31.347752000000003,,17.950001,25.82,24.52,86.309998,350.600006,8.639,,,24.6,30.209999,
214,2009-04-13,30.934376,,17.48,26.15,25.08,85.220001,358.200012,8.527,,,24.0,29.440001000000002,
215,2009-04-20,32.607571,,19.48,24.76,22.85,89.720001,321.799988,8.977,,,25.23,32.610001000000004,
216,2009-04-27,31.643021,,18.25,25.66,24.27,86.949997,342.600006,8.706,,,24.51,30.629998999999998,
217,2009-05-04,32.637093,,19.540001,24.74,22.629998999999998,89.980003,318.200012,9.003,,,25.15,32.650002,
218,2009-05-11,33.227631,,20.129998999999998,24.34,21.790001,91.550003,307.399994,9.16,,,25.459999,33.790001000000004,
219,2009-05-18,34.064228,,21.15,23.639999,20.450001,94.150002,289.799988,9.413,,,26.440001000000002,35.639998999999996,
220,2009-05-25,34.822086,,22.049999,23.02,19.299999,96.199997,276.600006,9.628,,,26.309998999999998,37.23,
221,2009-06-01,33.955963,,20.959999,23.620001000000002,20.24,93.709999,290.799988,9.375,,,26.77,35.27,
222,2009-06-08,33.404789,,20.25,23.969998999999998,20.9,92.16999799999999,300.399994,9.226,,,26.1,34.130001,
223,2009-06-15,33.247314,,20.040001,24.09,21.08,91.900002,301.200012,9.192,,,25.75,33.790001000000004,
224,2009-06-22,33.424477,,20.24,23.93,20.870001000000002,92.290001,297.600006,9.241,,,25.66,34.07,
225,2009-06-29,33.050472,,19.74,24.190001000000002,21.290001,91.25,304.399994,9.141,,,25.700001,33.34,
226,2009-07-06,32.400878999999996,,18.99,24.68,22.08,89.58000200000001,315.600006,8.966,,,25.35,32.099998,
227,2009-07-13,33.25716,,20.02,24.0,20.969998999999998,91.93,299.399994,9.196,,,25.620001000000002,33.73,
228,2009-07-20,33.768959,,20.65,23.629998999999998,20.25,93.410004,289.0,9.348,,,26.040001,34.790001000000004,
229,2009-07-27,33.749275,,20.67,23.58,20.27,93.349998,288.799988,9.35,,,25.809998999999998,34.700001,
230,2009-08-03,33.936279,,20.790001,23.52,20.15,93.75,286.0,9.376,,,26.15,34.919998,
231,2009-08-10,33.670536,,20.440001000000002,23.690001000000002,20.48,93.0,289.600006,9.303,,,26.26,34.34,
232,2009-08-17,33.778801,,20.709999,23.57,20.200001,93.650002,285.799988,9.37,,,25.51,34.779999,
233,2009-08-24,33.916592,,20.790001,23.51,20.16,93.870003,284.0,9.39,,,25.889999,34.93,
234,2009-08-31,35.225623999999996,,22.43,22.549999,18.48,97.529999,261.799988,9.76,,,27.190001000000002,37.75,
235,2009-09-07,35.599628,,22.93,22.25,18.030001000000002,98.779999,255.19999700000002,9.878,,100.599998,27.700001,38.580002,
236,2009-09-14,35.66853,,22.940001000000002,22.219998999999998,17.99,98.66999799999999,255.19999700000002,9.883,,100.660004,27.959999,38.560001,
237,2009-09-21,34.999249,,22.190001000000002,22.719998999999998,18.73,97.0,262.600006,9.713,,98.949997,27.309998999999998,37.150002,
238,2009-09-28,35.44215,,22.68,22.379998999999998,18.17,98.370003,255.600006,9.842,,100.220001,27.389999,38.130001,
239,2009-10-05,37.115341,,24.809998999999998,21.35,16.52,102.839996,232.399994,10.292,,104.809998,28.860001,41.68,
240,2009-10-12,37.243294,,24.98,21.25,16.4,103.18,230.80000299999998,10.332,,105.209999,28.73,41.93,
241,2009-10-19,37.312191,,25.09,21.23,16.27,103.489998,229.0,10.357,,105.470001,29.0,42.080002,
242,2009-10-26,36.918499,,24.610001,21.440001000000002,16.65,102.529999,233.19999700000002,10.267,,104.550003,28.58,41.25,
243,2009-11-02,38.768852,,27.0,20.379998999999998,15.03,107.43,211.80000299999998,10.754,,109.699997,30.1,45.240002000000004,
244,2009-11-09,39.60545,,28.129998999999998,19.91,14.28,109.739998,202.600006,10.985,,111.900002,30.549999,47.220001,
245,2009-11-16,40.678261,,29.57,19.24,13.21,112.940002,191.199997,11.296,,115.059998,31.459999,49.860001000000004,
246,2009-11-23,41.436119,,30.610001,18.780001000000002,12.49,115.059998,182.800003,11.518,,117.349998,31.98,51.759997999999996,
247,2009-11-30,40.894791,,29.9,18.969998999999998,12.7,113.75,186.199997,11.387,,115.940002,31.66,50.5,
248,2009-12-07,39.310177,,27.52,19.66,13.6,109.32,200.600006,10.935,,111.440002,30.65,46.5,
249,2009-12-14,39.280654999999996,,27.32,19.73,13.68,108.949997,201.399994,10.907,,111.150002,30.76,46.150002,
250,2009-12-21,39.044437,,26.99,19.790001,13.81,108.360001,203.199997,10.84,,110.449997,30.49,45.57,
251,2009-12-28,38.601532,,26.440001000000002,19.959999,14.02,107.309998,207.0,10.737,,109.410004,29.870001000000002,44.68,
252,2010-01-04,40.097565,,28.42,19.219998999999998,12.99,111.370003,191.399994,11.145,,113.529999,31.26,48.02,
253,2010-01-11,39.851509,,28.15,19.33,13.12,110.860001,192.600006,11.097,,113.0,31.280001000000002,47.529999,
254,2010-01-18,38.542477000000005,,26.280001000000002,20.02,14.11,107.16999799999999,205.399994,10.722,,109.239998,29.809998999999998,44.400002,
255,2010-01-25,38.129101,,25.68,20.23,14.42,105.959999,209.600006,10.602,,108.029999,29.5,43.369999,
256,2010-02-01,37.607456,,25.01,20.48,14.79,104.68,213.399994,10.464,,106.660004,28.49,42.139998999999996,
257,2010-02-08,38.444054,,26.219998999999998,20.01,14.13,107.040001,204.199997,10.711,,109.07,29.6,44.09,
258,2010-02-15,39.270809,,27.42,19.559998999999998,13.48,109.470001,194.600006,10.956,,111.58000200000001,30.709999,46.07,
259,2010-02-22,39.320023,,27.370001000000002,19.59,13.49,109.43,194.0,10.946,,111.529999,29.98,45.919998,
260,2010-03-01,39.841663,,28.08,19.299999,13.12,110.809998,189.0,11.09,,112.970001,29.98,47.139998999999996,
261,2010-03-08,38.739326,,26.610001,19.82,13.82,107.949997,198.399994,10.805,,110.089996,30.049999,44.68,
262,2010-03-15,38.877117,,26.790001,19.74,13.74,108.279999,196.800003,10.836,,110.410004,30.75,44.919998,
263,2010-03-22,38.965697999999996,,26.91,19.690001000000002,13.69,108.589996,195.600006,10.865,,110.699997,29.58,45.060001,
264,2010-03-29,39.566082,,27.75,19.440001000000002,13.26,110.260002,190.0,11.033,,112.370003,30.33,46.419998,
265,2010-04-05,40.737312,,29.41,18.76,12.43,113.639999,178.399994,11.374,,115.940002,31.549999,49.330002,
266,2010-04-12,39.851509,,28.200001,19.209999,13.03,111.239998,185.83999599999999,11.134,,113.389999,31.129998999999998,47.209998999999996,
267,2010-04-19,40.569996,,29.200001,18.870001000000002,12.55,113.190002,179.119995,11.323,,115.370003,31.41,48.830002,
268,2010-04-26,41.396747999999995,,30.290001,18.459999,11.98,115.360001,172.320007,11.542,,117.599998,31.870001000000002,50.68,
269,2010-05-03,42.459717,,31.82,18.0,11.36,118.269997,163.360001,11.835,,120.559998,33.099998,53.209998999999996,
270,2010-05-10,43.256947,,32.950001,17.65,10.92,120.370003,157.360001,12.048,,122.739998,33.639998999999996,55.099998,
271,2010-05-17,41.337696,,30.209999,18.49,12.0,115.220001,171.240005,11.53,,117.440002,32.009997999999996,50.34,
272,2010-05-24,42.676247,,32.150002,17.91,11.21,118.879997,160.96000700000002,11.889,,121.099998,33.240002000000004,53.560001,
273,2010-05-31,42.754985999999995,,32.32,17.85,11.16,119.190002,159.600006,11.929,,121.410004,33.27,53.700001,
274,2010-06-07,43.13884,,32.790001000000004,17.700001,11.0,120.010002,156.720001,12.012,,122.379997,33.349998,54.43,
275,2010-06-14,44.093540000000004,,34.299999,17.27,10.48,122.83000200000001,149.479996,12.292,,125.199997,34.830002,57.0,
276,2010-06-21,43.995117,,34.200001,17.33,10.52,122.760002,149.520004,12.29,,125.059998,33.970001,56.869999,
277,2010-06-28,42.459717,,31.82,17.92,11.26,118.489998,159.759995,11.85,,120.730003,32.689999,52.849998,
278,2010-07-05,42.39082,,31.75,17.959999,11.28,118.360001,159.880005,11.84,,120.650002,32.919998,52.73,
279,2010-07-12,41.790440000000004,,30.790001,18.200001,11.6,116.66999799999999,164.199997,11.68,,118.889999,32.93,51.150002,
280,2010-07-19,41.583752000000004,,30.459999,18.27,11.69,116.089996,165.720001,11.61,,118.32,32.220001,50.650002,
281,2010-07-26,41.268799,,30.09,18.35,11.8,115.489998,167.240005,11.56,,117.699997,31.780001000000002,50.009997999999996,
282,2010-08-02,42.125076,,31.35,17.99,11.33,117.839996,160.119995,11.8,,120.110001,32.290001000000004,52.040001000000004,
283,2010-08-09,42.479403999999995,,31.82,17.809998999999998,11.12,118.739998,157.559998,11.89,,121.050003,32.790001000000004,52.860001000000004,
284,2010-08-16,42.922306,,32.470001,17.639999,10.88,119.970001,154.080002,12.01,,122.32,33.099998,53.900002,
285,2010-08-23,43.27663,,32.98,17.5,10.67,121.010002,151.279999,12.12,,123.360001,33.48,54.790001000000004,
286,2010-08-30,43.562053999999996,,33.43,17.32,10.51,121.860001,149.03999299999998,12.19,,124.239998,33.720001,55.549999,
287,2010-09-06,43.503002,,33.299999,17.35,10.53,121.730003,149.320007,12.18,,124.110001,33.900002,55.369999,
288,2010-09-13,44.516758,,34.84,16.959999,10.06,124.540001,142.320007,12.47,,126.970001,34.700001,57.93,
289,2010-09-20,45.186039,,36.0,16.67,9.69,126.690002,137.520004,12.67,,129.130005,35.25,59.84,
290,2010-09-27,46.012791,,37.25,16.35,9.34,128.91000400000001,132.600006,12.91,,131.419998,35.77,61.98,
291,2010-10-04,46.997025,,38.77,16.01,8.93,131.66000400000001,126.959999,13.18,,134.199997,36.529999,64.58000200000001,
292,2010-10-11,47.676140000000004,,39.959998999999996,15.75,8.63,133.679993,122.959999,13.38,,136.300003,37.099998,66.589996,
293,2010-10-18,46.258846000000005,,37.619999,16.27,9.22,129.729996,130.16000400000001,12.98,,132.229996,36.040001000000004,62.529999,
294,2010-10-25,47.321819,,39.299999,15.86,8.77,132.619995,124.32,13.28,,135.190002,37.439999,65.32,
295,2010-11-01,48.640685999999995,,41.5,15.43,8.28,136.380005,117.400002,13.65,,138.970001,37.5,68.959999,
296,2010-11-08,47.695824,,39.950001,15.75,8.64,133.690002,121.599998,13.38,,136.279999,37.5,66.129997,
297,2010-11-15,47.124969,,39.049999,15.93,8.81,132.199997,124.0,13.23,,134.75,36.5,64.66999799999999,
298,2010-11-22,47.351345,,39.389998999999996,15.84,8.74,133.110001,122.800003,13.29,,135.419998,36.5,65.16999799999999,
299,2010-11-29,49.182018,,42.549999,15.22,8.08,138.070007,113.279999,13.82,,140.770004,37.75,70.410004,
300,2010-12-06,48.246998,,40.939999,15.55,8.41,135.41000400000001,117.519997,13.56,,138.009995,37.650002,67.599998,
301,2010-12-13,47.784405,,40.27,15.64,8.55,134.199997,119.279999,13.44,,136.809998,37.279999,66.389999,
302,2010-12-20,47.991093,,40.470001,15.62,8.49,134.66000400000001,118.279999,13.49,,137.240005,37.310001,66.699997,
303,2010-12-27,49.369019,,42.93,15.16,7.98,138.720001,111.199997,13.9,,141.389999,38.25,70.720001,
304,2011-01-03,47.577717,,39.68,15.72,8.59,133.580002,119.720001,13.39,,136.190002,36.98,65.550003,
305,2011-01-10,47.233238,,39.099998,15.82,8.69,132.690002,121.239998,13.3,,135.270004,36.73,64.639999,
306,2011-01-17,46.573799,,38.0,16.01,8.89,131.029999,124.120003,13.13,,133.509995,36.169998,62.919998,
307,2011-01-24,46.298221999999996,,37.57,16.07,8.97,130.279999,125.32,13.04,,132.71000700000002,35.990002000000004,62.23,
308,2011-01-31,46.760803,,38.310001,15.91,8.79,131.66000400000001,122.400002,13.19,,134.149994,36.48,63.380001,
309,2011-02-07,46.987179,,38.689999,15.83,8.69,132.320007,121.040001,13.26,,134.889999,36.709998999999996,64.0,
310,2011-02-14,48.08952,,40.43,15.44,8.28,135.41000400000001,115.519997,13.56,,138.0,37.130001,66.970001,
311,2011-02-21,48.778481,,41.59,15.2,7.99,137.380005,112.08000200000001,13.77,,140.080002,38.080002,69.0,
